周标签,收益率,天数,天干,地支,五行_干
2019-06_W23,-0.011561271636498005,4,辛,未,金
2019-06_W24,0.005484521613705806,5,戊,寅,土
2019-06_W25,0.009474430768338737,5,乙,酉,木
2019-06_W26,-0.0015776218928427398,5,壬,辰,水
2019-07_W27,0.0049178694838075245,5,己,亥,土
2019-07_W28,-0.0037895183111513963,5,丙,午,火
2019-07_W29,0.0032042975304940715,5,癸,丑,水
2019-07_W30,0.002627447317362619,5,庚,申,金
2019-07_W31,0.001837568397925075,3,丁,卯,火
2019-08_W31,-0.004333697815661175,2,庚,午,金
2019-08_W32,-0.006315446705018712,5,甲,戌,木
2019-08_W33,0.00792465951480168,5,辛,巳,金
2019-08_W34,0.006102128388141681,5,戊,子,土
2019-08_W35,-0.0005358043577447403,5,乙,未,木
2019-09_W36,0.009936479345324,5,壬,寅,水
2019-09_W37,0.0027908243883715267,4,己,酉,土
2019-09_W38,-0.0005765213200579656,5,丙,辰,火
2019-09_W39,-0.006719028134812977,5,癸,亥,水
2019-09_W40,-0.012132078689774284,1,庚,午,金
2019-10_W41,0.0060632003958349945,4,戊,寅,土
2019-10_W42,-0.002174775504079962,5,甲,申,木
2019-10_W43,0.0032609952982783465,5,辛,卯,金
2019-10_W44,-0.0005432916015979394,4,戊,戌,土
2019-11_W44,0.009385440899126074,1,壬,寅,水
2019-11_W45,0.00287237904373312,5,乙,巳,木
2019-11_W46,-0.004234562961589461,5,壬,子,水
2019-11_W47,0.0007187537650799935,5,己,未,土
2019-11_W48,-0.0017567654689584211,5,丙,寅,火
2019-12_W1,0.008609582056543275,2,辛,丑,金
2019-12_W49,0.007359190126596959,5,癸,酉,水
2019-12_W50,0.0033415119238248137,5,庚,辰,金
2019-12_W51,0.0018957678362913732,5,丁,亥,火
2019-12_W52,-0.000359596283282948,5,甲,午,木
2020-01_W1,0.010519950150323809,2,甲,辰,木
2020-01_W2,0.00744156981037507,5,戊,申,土
2020-01_W3,0.0029836232119169635,5,乙,卯,木
2020-01_W4,-0.00036534388028011677,4,壬,戌,水
2020-02_W6,0.009878164485619578,5,丙,子,火
2020-02_W7,0.005340108233091878,5,癸,未,水
2020-02_W8,0.014914956508182597,5,庚,寅,金
2020-02_W9,-0.0138322776076087,5,丁,酉,火
2020-03_W10,0.011551417753815319,5,甲,辰,木
2020-03_W11,-0.01497429519779232,5,辛,亥,金
2020-03_W12,-0.01131340764093256,5,戊,午,土
2020-03_W13,-0.0007574200965308142,5,乙,丑,木
2020-03_W14,-0.008324395756624636,2,壬,申,水
2020-04_W14,0.006267806944734537,3,甲,戌,木
2020-04_W15,0.0058418522200217315,4,庚,辰,金
2020-04_W16,0.00729310115013484,5,丙,戌,火
2020-04_W17,-0.0016404719626482045,5,癸,巳,水
2020-04_W18,0.008120453815235018,4,庚,子,金
2020-05_W19,0.008947791758058635,3,己,酉,土
2020-05_W20,-4.763046809737048e-05,5,甲,寅,木
2020-05_W21,-0.0073458844407421784,5,辛,酉,金
2020-05_W22,0.004033445560635252,5,戊,辰,土
2020-06_W23,0.007622540491200991,5,乙,亥,木
2020-06_W24,0.0037267665065792597,5,壬,午,水
2020-06_W25,0.01005242910994184,5,己,丑,土
2020-06_W26,0.00899942160604635,3,丙,申,火
2020-06_W27,0.011752286582180416,2,癸,卯,水
2020-07_W27,0.0033658601942071855,3,乙,巳,木
2020-07_W28,0.024484266756454653,5,庚,戌,金
2020-07_W29,-0.00797102413921027,5,丁,巳,火
2020-07_W30,-0.002156089371330894,5,甲,子,木
2020-07_W31,0.012562079270613924,5,辛,未,金
2020-08_W32,-0.003105958605374037,5,戊,寅,土
2020-08_W33,-0.005892837667280615,5,乙,酉,木
2020-08_W34,-0.002577442088040849,5,壬,辰,水
2020-08_W35,0.009487766697141065,5,己,亥,土
2020-08_W36,-0.010706208738073486,1,丙,午,火
2020-09_W36,0.00038129987977755797,4,丁,未,火
2020-09_W37,-0.01442734103509773,5,癸,丑,水
2020-09_W38,0.0047091865553204,5,庚,申,金
2020-09_W39,-0.004228968124081333,5,丁,卯,火
2020-09_W40,0.004533443165262718,3,甲,戌,木
2020-10_W41,0.03813018543878699,1,乙,酉,木
2020-10_W42,0.003987913064540072,5,戊,子,土
2020-10_W43,-0.009130784633003075,5,乙,未,木
2020-10_W44,0.004251432957732093,5,壬,寅,水
2020-11_W45,0.005845138151386075,5,己,酉,土
2020-11_W46,-0.001706348489499554,5,丙,辰,火
2020-11_W47,-0.0028799693734334665,5,癸,亥,水
2020-11_W48,-0.003581209909237404,5,庚,午,金
2020-11_W49,0.004924797374256107,1,丁,丑,火
2020-12_W49,0.009330038144397174,4,戊,寅,土
2020-12_W50,-0.003122666932500051,5,甲,申,木
2020-12_W51,0.0068425375470432485,5,辛,卯,金
2020-12_W52,0.004489690745450603,5,戊,戌,土
2020-12_W53,0.010999350423557153,4,乙,巳,木
2021-01_W1,0.012239992173921887,5,壬,子,水
2021-01_W2,-0.003744152128669054,5,己,未,土
2021-01_W3,0.01699056567068229,5,丙,寅,火
2021-01_W4,-0.01391313238799723,5,癸,酉,水
2021-02_W5,0.004164731571167968,5,庚,辰,金
2021-02_W6,0.0224716480191202,3,丁,亥,火
2021-02_W7,-0.01893066240888508,2,丁,酉,火
2021-02_W8,-0.023607827617471953,5,辛,丑,金
2021-03_W10,-0.007707605505198778,5,乙,卯,木
2021-03_W11,-0.005980802774621386,5,壬,戌,水
2021-03_W12,0.005611785275971592,5,己,巳,土
2021-03_W13,0.0016241965146786737,3,丙,子,火
2021-03_W9,-0.0025689637613152795,5,戊,申,土
2021-04_W13,0.01685404231136234,2,己,卯,土
2021-04_W14,-0.006061237972772887,4,甲,申,木
2021-04_W15,0.00011572117523157565,5,庚,寅,金
2021-04_W16,0.014834938752112304,5,丁,酉,火
2021-04_W17,0.006443109528842794,5,甲,辰,木
2021-05_W18,-0.02970115757139047,2,甲,寅,木
2021-05_W19,0.008419118029640038,5,戊,午,土
2021-05_W20,0.005266521744496133,5,乙,丑,木
2021-05_W21,0.007605614493157065,5,壬,申,水
2021-05_W22,0.0237534306162408,1,己,卯,土
2021-06_W22,-0.004992571238763593,4,庚,辰,金
2021-06_W23,0.0034828299541409756,5,丙,戌,火
2021-06_W24,-0.0042115449986486475,4,甲,午,木
2021-06_W25,0.006668385766443463,5,庚,子,金
2021-06_W26,0.01278354009675812,3,丁,未,火
2021-07_W26,-0.02071334521347301,2,庚,戌,金
2021-07_W27,0.004643188961528355,5,甲,寅,木
2021-07_W28,0.0016141829754811932,5,辛,酉,金
2021-07_W29,0.002284009423609468,5,戊,辰,土
2021-07_W30,-0.0011606859290304472,5,乙,亥,木
2021-08_W31,0.003034389477941701,5,壬,午,水
2021-08_W32,-0.008475068701230538,5,己,丑,土
2021-08_W33,-0.009158868425744936,5,丙,申,火
2021-08_W34,0.00415772762690445,5,癸,卯,水
2021-08_W35,-0.0065542450404958985,2,庚,戌,金
2021-09_W35,-0.011746376491337066,3,壬,子,水
2021-09_W36,0.008378293649857737,5,丁,巳,火
2021-09_W37,-0.002276092539571306,5,甲,子,木
2021-09_W38,0.0015457378903501369,3,癸,酉,水
2021-09_W39,0.002940713265899342,4,戊,寅,土
2021-10_W40,-0.0004444244456868196,1,己,丑,土
2021-10_W41,0.002173405118596783,5,壬,辰,水
2021-10_W42,0.0005296329003987354,5,己,亥,土
2021-10_W43,0.004051084667834682,5,丙,午,火
2021-11_W44,0.0001416252153008335,5,癸,丑,水
2021-11_W45,0.004588896292842514,5,庚,申,金
2021-11_W46,-0.0006162919138704703,5,丁,卯,火
2021-11_W47,0.002964954565394118,5,甲,戌,木
2021-11_W48,0.0038636652945510663,2,辛,巳,金
2021-12_W48,-0.0016087945787010745,3,癸,未,水
2021-12_W49,-0.0005893700339175245,5,戊,子,土
2021-12_W50,-0.0018346169347915442,5,乙,未,木
2021-12_W51,-0.008007977349140516,5,壬,寅,水
2021-12_W52,0.0015912841852015803,5,己,酉,土
2022-01_W1,-0.017411754997162604,4,丁,巳,火
2022-01_W2,0.001577463189972672,5,癸,亥,水
2022-01_W3,-0.005414758300985723,5,庚,午,金
2022-01_W4,-0.008267786896966256,5,丁,丑,火
2022-02_W6,-0.011300867797254787,5,辛,卯,金
2022-02_W7,0.005877276039102886,5,戊,戌,土
2022-02_W8,0.0022546997530282775,5,乙,巳,木
2022-02_W9,0.008930237835032884,1,壬,子,水
2022-03_W10,-0.005835144467148145,5,己,未,土
2022-03_W11,0.004133262256603887,5,丙,寅,火
2022-03_W12,-0.005571424477225606,5,癸,酉,水
2022-03_W13,0.0022894238115858945,4,庚,辰,金
2022-03_W9,-0.011685463028063309,4,癸,丑,水
2022-04_W13,0.002811439177105912,1,甲,申,木
2022-04_W14,-0.012254705918659847,3,己,丑,土
2022-04_W15,-0.008417502709688374,5,甲,午,木
2022-04_W16,-0.013554818903109589,5,辛,丑,金
2022-04_W17,0.002773145915594788,5,戊,申,土
2022-05_W18,-0.016116194732460343,2,戊,午,土
2022-05_W19,0.009983532511914773,5,壬,戌,水
2022-05_W20,0.005028131809810788,5,己,巳,土
2022-05_W21,-0.007854974778435952,5,丙,子,火
2022-05_W22,0.017643542455183514,2,癸,未,水
2022-06_W22,0.010994007880722356,2,乙,酉,木
2022-06_W23,0.008131327762797657,5,庚,寅,金
2022-06_W24,0.007819537570306156,5,丁,酉,火
2022-06_W25,0.012400389780904453,5,甲,辰,木
2022-06_W26,-0.0011161180519931868,4,辛,亥,金
2022-07_W26,-0.010196395717499529,1,乙,卯,木
2022-07_W27,0.002633466972415044,5,戊,午,土
2022-07_W28,-0.0038715211741934706,5,乙,丑,木
2022-07_W29,-0.0016267998647047977,5,壬,申,水
2022-07_W30,-0.004912600808903123,5,己,卯,土
2022-08_W31,0.0011420858501974384,5,丙,戌,火
2022-08_W32,0.0006301130383278064,5,癸,巳,水
2022-08_W33,0.003263287771390222,5,庚,子,金
2022-08_W34,-0.006816488656687025,5,丁,未,火
2022-08_W35,-0.008887148305792292,3,甲,寅,木
2022-09_W35,-0.007275866057770253,2,丁,巳,火
2022-09_W36,0.0012554269586318556,5,辛,酉,金
2022-09_W37,-0.018158908368018728,4,己,巳,土
2022-09_W38,-0.00539729931052515,5,乙,亥,木
2022-09_W39,-0.0011351618555258236,5,壬,午,水
2022-10_W41,0.012622697125968928,5,丙,申,火
2022-10_W42,-0.00321485714046299,5,癸,卯,水
2022-10_W43,-0.012162500396882336,5,庚,戌,金
2022-10_W44,0.006473199408133956,1,丁,巳,火
2022-11_W44,0.02002566273553974,4,戊,午,土
2022-11_W45,-0.0036812861359010627,5,甲,子,木
2022-11_W46,-0.001206790871897101,5,辛,未,金
2022-11_W47,-0.006797152669194628,5,戊,寅,土
2022-11_W48,0.005206271803374,3,乙,酉,木
2022-12_W48,0.008096313419658774,2,戊,子,土
2022-12_W49,0.003120613231267044,5,壬,辰,水
2022-12_W50,-0.0038666076700869965,5,己,亥,土
2022-12_W51,-0.007474197831142071,5,丙,午,火
2022-12_W52,0.0052941210195877495,5,癸,丑,水
2023-01_W1,0.008019972511956519,4,辛,酉,金
2023-01_W2,0.005836767831626987,5,丁,卯,火
2023-01_W3,0.007361754596129,5,甲,戌,木
2023-01_W5,-0.0009224796631219223,2,戊,子,土
2023-02_W5,-5.189533375130987e-05,3,庚,寅,金
2023-02_W6,-0.0026665572056535415,5,乙,未,木
2023-02_W7,-0.007572860468800124,5,壬,寅,水
2023-02_W8,-0.0016362510503659777,5,己,酉,土
2023-02_W9,5.018159188352467e-05,2,丙,辰,火
2023-03_W10,-0.004304810686407224,5,癸,亥,水
2023-03_W11,-0.006545794327479304,5,庚,午,金
2023-03_W12,0.00662683059782414,5,丁,丑,火
2023-03_W13,0.0024775706641031237,5,甲,申,木
2023-03_W9,-0.0008808341867439321,3,戊,午,土
2023-04_W14,0.0046806514862680615,2,辛,卯,金
2023-04_W15,0.0005588669943690893,5,戊,戌,土
2023-04_W16,-0.007232763944418341,5,乙,巳,木
2023-04_W17,-0.00131664783885177,5,壬,子,水
2023-05_W18,-0.012353463946678744,2,壬,戌,水
2023-05_W19,-0.0013135717401198343,5,丙,寅,火
2023-05_W20,0.002362715487562861,5,癸,酉,水
2023-05_W21,-0.004356532038730565,5,庚,辰,金
2023-05_W22,-0.0053546447920379174,3,丁,亥,火
2023-06_W22,0.009051802000859865,2,庚,寅,金
2023-06_W23,-0.0081678930883049,5,甲,午,木
2023-06_W24,0.011662466979065544,5,辛,丑,金
2023-06_W25,-0.008542935161405881,3,戊,申,土
2023-06_W26,0.00032759150355845537,5,乙,卯,木
2023-07_W27,-0.004146367780615434,5,壬,戌,水
2023-07_W28,0.005068392248123432,5,己,巳,土
2023-07_W29,-0.005531003303416692,5,丙,子,火
2023-07_W30,0.005227751119985857,5,癸,未,水
2023-07_W31,0.007720075078687438,1,庚,寅,金
2023-08_W31,0.0029966592353896926,4,辛,卯,金
2023-08_W32,-0.006791352708161225,5,丁,酉,火
2023-08_W33,-0.006284613241457637,5,甲,辰,木
2023-08_W34,-0.007443559580235437,5,辛,亥,金
2023-08_W35,0.007619592110831741,4,戊,午,土
2023-09_W35,-0.0011019820933855229,1,壬,戌,水
2023-09_W36,-0.004810109969542453,5,乙,丑,木
2023-09_W37,-0.004613997432494399,5,壬,申,水
2023-09_W38,0.001141973111072403,5,己,卯,土
2023-09_W39,-0.0011563697870638212,4,丙,戌,火
2023-10_W41,-0.0007023958681896536,5,庚,子,金
2023-10_W42,-0.0101605417749292,5,丁,未,火
2023-10_W43,0.0035754767950061826,5,甲,寅,木
2023-10_W44,0.009986360749318524,2,辛,酉,金
2023-11_W44,5.351207726437638e-05,3,癸,亥,水
2023-11_W45,0.003837975946720462,5,戊,辰,土
2023-11_W46,-0.0018347583369601405,5,乙,亥,木
2023-11_W47,-0.00490150967314853,5,壬,午,水
2023-11_W48,-0.001963479819309999,4,己,丑,土
2023-12_W48,0.0019208453592054475,1,癸,巳,水
2023-12_W49,-0.0035145813304447104,5,丙,申,火
2023-12_W50,-0.004615546928079662,5,癸,卯,水
2023-12_W51,-0.0023941118987476306,5,庚,戌,金
2023-12_W52,0.0072170876699098494,5,丁,巳,火
2024-01_W1,-0.015665080407817722,4,乙,丑,木
2024-01_W2,-0.001550185034767959,5,辛,未,金
2024-01_W3,-0.005113572686431556,5,戊,寅,土
2024-01_W4,-0.003709208134252684,5,乙,酉,木
2024-01_W5,-0.02203114128496005,3,壬,辰,水
2024-02_W5,-0.007187382735116932,2,乙,未,木
2024-02_W6,0.027584472576724417,4,己,亥,土
2024-02_W8,0.003611472027909968,5,癸,丑,水
2024-02_W9,0.007138246115000024,4,庚,申,金
2024-03_W10,-0.0017761621418549867,5,丁,卯,火
2024-03_W11,0.008542085386321086,5,甲,戌,木
2024-03_W12,-0.0015033045132575972,5,辛,巳,金
2024-03_W13,-0.005397417238643199,5,戊,子,土
2024-03_W9,0.009408234709474161,1,甲,子,木
2024-04_W14,0.0042166622631992405,3,乙,未,木
2024-04_W15,-0.008505748295668702,5,壬,寅,水
2024-04_W16,-0.0006303074997061397,5,己,酉,土
2024-04_W17,0.007685669135093521,5,丙,辰,火
2024-04_W18,0.009770762868119731,2,癸,亥,水
2024-05_W19,0.002224670808378226,5,庚,午,金
2024-05_W20,-0.0013821474902365293,5,丁,丑,火
2024-05_W21,-0.004967007575520465,5,甲,申,木
2024-05_W22,-0.0014592100423368004,5,辛,卯,金
2024-06_W23,-0.0026020224924937717,5,戊,戌,土
2024-06_W24,0.0014517972716277527,4,丙,午,火
2024-06_W25,-0.0039554520811482695,5,壬,子,水
2024-06_W26,-0.008302949089091061,5,己,未,土
2024-07_W27,-0.003314075906366387,5,丙,寅,火
2024-07_W28,0.003447245768702145,5,癸,酉,水
2024-07_W29,0.004952429095370814,5,庚,辰,金
2024-07_W30,-0.007674739615077986,5,丁,亥,火
2024-07_W31,0.005933670830374919,3,甲,午,木
2024-08_W31,-0.014870250748202363,2,丁,酉,火
2024-08_W32,-0.005210718181357832,5,辛,丑,金
2024-08_W33,-0.0004924773198009102,5,戊,申,土
2024-08_W34,-0.005651680556169336,5,乙,卯,木
2024-08_W35,0.004368505901444686,5,壬,戌,水
2024-09_W36,-0.005310516894854756,5,己,巳,土
2024-09_W37,-0.0003504704300954176,5,丙,子,火
2024-09_W38,0.0003295111328827094,3,乙,酉,木
2024-09_W39,0.04237424287575888,5,庚,寅,金
2024-09_W40,0.15359251631804782,1,丁,酉,火
2024-10_W41,-0.003385793040576651,4,乙,巳,木
2024-10_W42,0.009597965389483964,5,辛,亥,金
2024-10_W43,0.004062874078990775,5,戊,午,土
2024-10_W44,-0.008359700402856218,4,乙,丑,木
2024-11_W44,-0.018814837128117823,1,己,巳,土
2024-11_W45,0.018281406664527666,5,壬,申,水
2024-11_W46,-0.006452846141157331,5,己,卯,土
2024-11_W47,-0.005850152137281239,5,丙,戌,火
2024-11_W48,0.0045829758514723375,5,癸,巳,水
2024-12_W1,-0.01434518318875827,2,戊,辰,土
2024-12_W49,0.00392073768247474,5,庚,子,金
2024-12_W50,-0.0027335162929514657,5,丁,未,火
2024-12_W51,-0.002277507482856289,5,甲,寅,木
2024-12_W52,-0.00040345135164516767,5,辛,酉,金
2025-01_W1,-0.029739671545604196,2,辛,未,金
2025-01_W2,-0.004029120001464359,5,乙,亥,木
2025-01_W3,0.009361693619307498,5,壬,午,水
2025-01_W4,0.005266781007860289,5,己,丑,土
2025-01_W5,-0.02734373343123575,1,丙,申,火
2025-02_W6,0.017623831995620565,3,乙,巳,木
2025-02_W7,0.0038233266833339165,5,庚,戌,金
2025-02_W8,0.006035532686493794,5,丁,巳,火
2025-02_W9,-0.00980149451559329,5,甲,子,木
2025-03_W10,0.003264884593325812,5,辛,未,金
2025-03_W11,0.002027077298211477,5,戊,寅,土
2025-03_W12,-0.006734931337404571,5,乙,酉,木
2025-03_W13,-0.00224072109105804,5,壬,辰,水
2025-03_W14,-0.011516726035835645,1,己,亥,土
2025-04_W14,-0.006064930242580258,3,庚,子,金
2025-04_W15,-0.012119255035797517,5,丙,午,火
2025-04_W16,-0.001274746736406196,5,癸,丑,水
2025-04_W17,0.003492282267017188,5,庚,申,金
2025-04_W18,0.00016337994181595908,3,丁,卯,火
2025-05_W19,0.008143028635844568,4,乙,亥,木
2025-05_W20,0.002848753614923605,5,辛,巳,金
2025-05_W21,-0.0017306462476305074,5,戊,子,土
2025-05_W22,-0.0027808138112601632,5,乙,未,木
2025-06_W23,0.005771973195875857,4,癸,卯,水
2025-06_W24,0.00048298963798760753,5,己,酉,土
2025-06_W25,-0.0033164044661000646,5,丙,辰,火
2025-06_W26,0.011231570200166408,5,癸,亥,水
2025-06_W27,0.013495930979163573,1,庚,午,金
2025-07_W27,0.0004365559477021441,4,辛,未,金
2025-07_W28,0.004741016355788763,5,丁,丑,火
2025-07_W29,0.0063132006001944685,5,甲,申,木
2025-07_W30,0.005483852602791117,5,辛,卯,金
2025-07_W31,-0.0011353989680611964,4,戊,戌,土
2025-08_W31,-0.0024421115202295507,1,壬,寅,水
2025-08_W32,0.0009879699917632711,5,乙,巳,木
2025-08_W33,0.016723794410504624,5,壬,子,水
2025-08_W34,0.011569004539749605,5,己,未,土
2025-08_W35,0.015195860154191831,5,丙,寅,火
2025-09_W36,0.005395361667848264,5,癸,酉,水
2025-09_W37,0.0045059214528747615,5,庚,辰,金
2025-09_W38,0.004712058390264828,5,丁,亥,火
2025-09_W39,0.0040266694441421615,5,甲,午,木
2025-09_W40,0.013743490806413128,2,辛,丑,金
2025-10_W41,-0.0191189304898981,2,辛,亥,金
2025-10_W42,-0.01141973291792917,5,乙,卯,木
2025-10_W43,0.01573742969219478,5,壬,戌,水
2025-10_W44,0.0012162620823425786,5,己,巳,土
2025-11_W45,0.0013795096755788272,5,丙,子,火
2025-11_W46,-0.005946076730443317,5,癸,未,水
2025-11_W47,-0.0125061757864952,5,庚,寅,金
2025-11_W48,0.008959742559684014,5,丁,酉,火
2025-12_W1,-0.00417011246464923,3,壬,申,水
2025-12_W49,0.003744358499826639,5,甲,辰,木
2025-12_W50,0.005497771289654963,5,辛,亥,金
2025-12_W51,-0.00432815674157967,5,戊,午,土
2025-12_W52,0.0077015571402870185,5,乙,丑,木
2026-01_W2,0.007733948172608885,5,己,卯,土
2026-01_W3,0.002067559532108665,5,丙,戌,火
2026-01_W4,-0.0006323492295296385,5,癸,巳,水
2026-01_W5,-0.00015237038180642147,5,庚,子,金
2026-02_W6,-0.006551228131340281,5,丁,未,火
2026-02_W7,0.002567699546247626,5,甲,寅,木
2026-02_W9,0.0026587012222774042,4,己,巳,土
2026-03_W10,-0.0048365318694272965,5,乙,亥,木
2026-03_W11,0.005074724804462094,5,壬,午,水
2026-03_W12,0.002653832993840566,5,己,丑,土
2026-03_W13,-0.0031927371801879325,5,丙,申,火
2026-03_W14,-0.016920568898862454,2,癸,卯,水
2026-04_W14,-0.003558690559007075,3,乙,巳,木
2026-04_W15,0.023289249914150545,4,辛,亥,金
2026-04_W16,0.013080244054721035,5,丁,巳,火
2026-04_W17,-0.0005139979571576747,5,甲,子,木
2026-04_W18,0.0007451367985212842,4,辛,未,金
2026-05_W19,0.010788647020420853,3,庚,辰,金
2026-05_W20,0.020929860869306927,3,乙,酉,木
