周标签,收益率,天数,天干,地支,五行_干
2018-12_W52,-0.0026566412957485185,5,庚,寅,金
2019-01_W1,0.0022301490040625613,3,己,亥,土
2019-01_W2,0.005162325450494998,5,甲,辰,木
2019-01_W3,0.0029255358715083667,5,辛,亥,金
2019-01_W4,0.0004002278989413188,5,戊,午,土
2019-01_W5,-0.003837623460718531,4,乙,丑,木
2019-02_W5,0.027380146178442644,1,己,巳,土
2019-02_W7,0.011338370678035493,5,己,卯,土
2019-02_W8,0.0127441159192766,5,丙,戌,火
2019-02_W9,0.011158066631223373,4,癸,巳,水
2019-03_W10,0.004457652133534018,5,庚,子,金
2019-03_W11,0.004218006451614742,5,丁,未,火
2019-03_W12,0.0068660580512039495,5,甲,寅,木
2019-03_W13,0.0007833612893912934,5,辛,酉,金
2019-03_W9,0.015027025794163373,1,丁,酉,火
2019-04_W14,0.01270014125042851,4,戊,辰,土
2019-04_W15,-0.005435678642163766,5,乙,亥,木
2019-04_W16,0.005646614275441042,5,壬,午,水
2019-04_W17,-0.012448362856352225,5,己,丑,土
2019-04_W18,-0.005389716461505156,2,丙,申,火
2019-05_W19,-0.008475900384651958,5,癸,卯,水
2019-05_W20,-0.00497203942066613,5,庚,戌,金
2019-05_W21,-0.004911412209131249,5,丁,巳,火
2019-05_W22,0.0033614343012751346,5,甲,子,木
2019-06_W23,-0.009578380926857005,4,辛,未,金
2019-06_W24,0.005370385598240368,5,戊,寅,土
2019-06_W25,0.00905251943132095,5,乙,酉,木
2019-06_W26,-0.0007507030661122016,5,壬,辰,水
2019-07_W27,0.005861266186397196,5,己,亥,土
2019-07_W28,-0.004846455958977547,5,丙,午,火
2019-07_W29,0.00037286841062309504,5,癸,丑,水
2019-07_W30,0.0026269231731496758,5,庚,申,金
2019-07_W31,-0.0007853562213935295,3,丁,卯,火
2019-08_W31,-0.010238735829564749,2,庚,午,金
2019-08_W32,-0.007530252294928231,5,甲,戌,木
2019-08_W33,0.006013971943401341,5,辛,巳,金
2019-08_W34,0.006636374317815963,5,戊,子,土
2019-08_W35,0.00011332491384943299,5,乙,未,木
2019-09_W36,0.009608410267741974,5,壬,寅,水
2019-09_W37,0.0025047633634152078,4,己,酉,土
2019-09_W38,-0.0007274958096595175,5,丙,辰,火
2019-09_W39,-0.006755416130062364,5,癸,亥,水
2019-09_W40,-0.010757401853186077,1,庚,午,金
2019-10_W41,0.005791925133745879,4,戊,寅,土
2019-10_W42,-0.002728781750416731,5,甲,申,木
2019-10_W43,0.0026723714363017905,5,辛,卯,金
2019-10_W44,-0.0006117252556422925,4,戊,戌,土
2019-11_W44,0.017332568509077495,1,壬,寅,水
2019-11_W45,0.0019080894046254794,5,乙,巳,木
2019-11_W46,-0.005000583042734474,5,壬,子,水
2019-11_W47,-0.0003699738397381802,5,己,未,土
2019-11_W48,-0.0009256230240464403,5,丙,寅,火
2019-12_W1,0.009584371891742216,2,辛,丑,金
2019-12_W49,0.00611824508866099,5,癸,酉,水
2019-12_W50,0.0025697906803894945,5,庚,辰,金
2019-12_W51,0.004494043416291759,5,丁,亥,火
2019-12_W52,0.00014157572829787135,5,甲,午,木
2020-01_W1,0.010799549042588064,2,甲,辰,木
2020-01_W2,0.004211136040564667,5,戊,申,土
2020-01_W3,0.001389734693159128,5,乙,卯,木
2020-01_W4,-0.00606986382537919,4,壬,戌,水
2020-02_W6,-0.00034079541791609547,5,丙,子,火
2020-02_W7,0.005708942610888434,5,癸,未,水
2020-02_W8,0.012824267673282286,5,庚,寅,金
2020-02_W9,-0.011131207650128472,5,丁,酉,火
2020-03_W10,0.010861408595887556,5,甲,辰,木
2020-03_W11,-0.013081392317646734,5,辛,亥,金
2020-03_W12,-0.012643982768987283,5,戊,午,土
2020-03_W13,-0.0004175336516186956,5,乙,丑,木
2020-03_W14,-0.007241126716514723,2,壬,申,水
2020-04_W14,0.0050028366663332395,3,甲,戌,木
2020-04_W15,0.004775228759317185,4,庚,辰,金
2020-04_W16,0.004483631547997402,5,丙,戌,火
2020-04_W17,-0.0019447297346035564,5,癸,巳,水
2020-04_W18,0.007106443953850461,4,庚,子,金
2020-05_W19,0.008651992964860708,3,己,酉,土
2020-05_W20,-0.0006521690096652488,5,甲,寅,木
2020-05_W21,-0.006591428888080841,5,辛,酉,金
2020-05_W22,0.002710776281144067,5,戊,辰,土
2020-06_W23,0.008037532735461105,5,乙,亥,木
2020-06_W24,0.001281492950172347,5,壬,午,水
2020-06_W25,0.007331885815701678,5,己,丑,土
2020-06_W26,0.004140000594969069,3,丙,申,火
2020-06_W27,0.007621266742469157,2,癸,卯,水
2020-07_W27,0.01210938987264439,3,乙,巳,木
2020-07_W28,0.019279368586686087,5,庚,戌,金
2020-07_W29,-0.00783420352729578,5,丁,巳,火
2020-07_W30,-0.00238369340118334,5,甲,子,木
2020-07_W31,0.010706061281947043,5,辛,未,金
2020-08_W32,0.0002520798721077133,5,戊,寅,土
2020-08_W33,-0.002295172148510738,5,乙,酉,木
2020-08_W34,-5.6005246335044664e-05,5,壬,辰,水
2020-08_W35,0.005575329478428337,5,己,亥,土
2020-08_W36,-0.006721090344865344,1,丙,午,火
2020-09_W36,-0.0018285626655915044,4,丁,未,火
2020-09_W37,-0.010518562014806453,5,癸,丑,水
2020-09_W38,0.00466854244908832,5,庚,申,金
2020-09_W39,-0.0065452401780708765,5,丁,卯,火
2020-09_W40,0.0024403139553532682,3,甲,戌,木
2020-10_W41,0.029580905536090496,1,乙,酉,木
2020-10_W42,0.003745618233093029,5,戊,子,土
2020-10_W43,-0.005987244774747991,5,乙,未,木
2020-10_W44,0.0017085271039118278,5,壬,寅,水
2020-11_W45,0.008960018639597922,5,己,酉,土
2020-11_W46,-0.0011155307799332493,5,丙,辰,火
2020-11_W47,0.0014436487669420295,5,癸,亥,水
2020-11_W48,-0.002301061123065229,5,庚,午,金
2020-11_W49,-0.0015173600185349745,1,丁,丑,火
2020-12_W49,0.00648437912813471,4,戊,寅,土
2020-12_W50,-0.00678616067643989,5,甲,申,木
2020-12_W51,0.004386993300380171,5,辛,卯,金
2020-12_W52,0.002430712581445782,5,戊,戌,土
2020-12_W53,0.008044639155496025,4,乙,巳,木
2021-01_W1,0.011516912668384106,5,壬,子,水
2021-01_W2,-0.003679360187419456,5,己,未,土
2021-01_W3,0.007908771582763263,5,丙,寅,火
2021-01_W4,-0.010431187396436425,5,癸,酉,水
2021-02_W5,0.00256146641476247,5,庚,辰,金
2021-02_W6,0.020779408157124275,3,丁,亥,火
2021-02_W7,-0.004337019644215512,2,丁,酉,火
2021-02_W8,-0.017152540434955156,5,辛,丑,金
2021-03_W10,-0.006999250881457519,5,乙,卯,木
2021-03_W11,-0.004055563958716202,5,壬,戌,水
2021-03_W12,0.0025052919604986457,5,己,巳,土
2021-03_W13,0.00023995169378780248,3,丙,子,火
2021-03_W9,-0.0011160617368694225,5,戊,申,土
2021-04_W13,0.012406417516003021,2,己,卯,土
2021-04_W14,-0.005508173437043379,4,甲,申,木
2021-04_W15,-0.0012640761338485573,5,庚,寅,金
2021-04_W16,0.009089260798832165,5,丁,酉,火
2021-04_W17,0.001224636857116801,5,甲,辰,木
2021-05_W18,-0.01763327022065231,2,甲,寅,木
2021-05_W19,0.003968875416744866,5,戊,午,土
2021-05_W20,0.002954320566233082,5,乙,丑,木
2021-05_W21,0.006015650845031262,5,壬,申,水
2021-05_W22,0.00966135990614081,1,己,卯,土
2021-06_W22,-0.002069892790732636,4,庚,辰,金
2021-06_W23,-0.0009116406367917884,5,丙,戌,火
2021-06_W24,-0.003582402059483264,4,甲,午,木
2021-06_W25,0.00571721168513224,5,庚,子,金
2021-06_W26,0.0035401577298322198,3,丁,未,火
2021-07_W26,-0.016290977399204654,2,庚,戌,金
2021-07_W27,0.002391811689649992,5,甲,寅,木
2021-07_W28,0.0017909671836677577,5,辛,酉,金
2021-07_W29,0.0007942434364834438,5,戊,辰,土
2021-07_W30,-0.007229454491386211,5,乙,亥,木
2021-08_W31,0.004923322057445612,5,壬,午,水
2021-08_W32,-0.00035953780239139643,5,己,丑,土
2021-08_W33,-0.0074188605068276296,5,丙,申,火
2021-08_W34,0.0026408959593728688,5,癸,卯,水
2021-08_W35,-0.0037613037042347197,2,庚,戌,金
2021-09_W35,-0.0034640613765722548,3,壬,子,水
2021-09_W36,0.008260223007218691,5,丁,巳,火
2021-09_W37,-0.005613729440133964,5,甲,子,木
2021-09_W38,-1.9011107004455557e-05,3,癸,酉,水
2021-09_W39,-0.0007840520888695579,4,戊,寅,土
2021-10_W40,0.007348235688932503,1,己,丑,土
2021-10_W41,7.913045307901267e-05,5,壬,辰,水
2021-10_W42,0.0010781733682119655,5,己,亥,土
2021-10_W43,-0.0005230083766050386,5,丙,午,火
2021-11_W44,0.0001815162453462582,5,癸,丑,水
2021-11_W45,0.003349325568519701,5,庚,申,金
2021-11_W46,0.0006687733195393175,5,丁,卯,火
2021-11_W47,0.00035840616286151315,5,甲,戌,木
2021-11_W48,0.0006291884883792287,2,辛,巳,金
2021-12_W48,0.0021757307316209173,3,癸,未,水
2021-12_W49,0.0029848556619538557,5,戊,子,土
2021-12_W50,-0.003213558265707106,5,乙,未,木
2021-12_W51,-0.0020607520085055286,5,壬,寅,水
2021-12_W52,0.002022390395670248,5,己,酉,土
2022-01_W1,-0.008743490863064252,4,丁,巳,火
2022-01_W2,-0.0026340002212842605,5,癸,亥,水
2022-01_W3,-0.0016642514326967283,5,庚,午,金
2022-01_W4,-0.010090276510702555,5,丁,丑,火
2022-02_W6,-0.0014898509135078842,5,辛,卯,金
2022-02_W7,0.003564108399338917,5,戊,戌,土
2022-02_W8,-0.0005798584141315288,5,乙,巳,木
2022-02_W9,0.00319207200103655,1,壬,子,水
2022-03_W10,-0.008748968819199376,5,己,未,土
2022-03_W11,-0.0014082108036640672,5,丙,寅,火
2022-03_W12,-0.004142695694708309,5,癸,酉,水
2022-03_W13,0.0010920648795419985,4,庚,辰,金
2022-03_W9,-0.008167416242094633,4,癸,丑,水
2022-04_W13,0.00905056124421888,1,甲,申,木
2022-04_W14,-0.007355852445600848,3,己,丑,土
2022-04_W15,-0.005040103602338397,5,甲,午,木
2022-04_W16,-0.01039716883616939,5,辛,丑,金
2022-04_W17,0.00018490883094601784,5,戊,申,土
2022-05_W18,-0.00957324820765515,2,戊,午,土
2022-05_W19,0.0064272263167660885,5,壬,戌,水
2022-05_W20,0.005266618724758865,5,己,巳,土
2022-05_W21,-0.00448661853887351,5,丙,子,火
2022-05_W22,0.014820610340182339,2,癸,未,水
2022-06_W22,0.0043604082868673455,2,乙,酉,木
2022-06_W23,0.007024567405392257,5,庚,寅,金
2022-06_W24,0.0048914047186771285,5,丁,酉,火
2022-06_W25,0.005779579199604146,5,甲,辰,木
2022-06_W26,0.0042337339388843764,4,辛,亥,金
2022-07_W26,-0.002779810244937231,1,乙,卯,木
2022-07_W27,-3.208365073015251e-06,5,戊,午,土
2022-07_W28,-0.006975484937903631,5,乙,丑,木
2022-07_W29,-0.0002482651311369599,5,壬,申,水
2022-07_W30,-0.0020280490250813798,5,己,卯,土
2022-08_W31,0.00015460956371853295,5,丙,戌,火
2022-08_W32,0.002485475820473826,5,癸,巳,水
2022-08_W33,-0.0009509926250756973,5,庚,子,金
2022-08_W34,-0.004793887041183553,5,丁,未,火
2022-08_W35,-0.006778192062074713,3,甲,寅,木
2022-09_W35,-0.004802483431001481,2,丁,巳,火
2022-09_W36,0.0030079929174106957,5,辛,酉,金
2022-09_W37,-0.013175153608893486,4,己,巳,土
2022-09_W38,-0.004554200810761788,5,乙,亥,木
2022-09_W39,-0.004065252342723968,5,壬,午,水
2022-10_W41,0.0064651039616025145,5,丙,申,火
2022-10_W42,-0.003652075547168776,5,癸,卯,水
2022-10_W43,-0.009519203753941996,5,庚,戌,金
2022-10_W44,-0.00046107240480697254,1,丁,巳,火
2022-11_W44,0.018595341095819534,4,戊,午,土
2022-11_W45,-0.000781810410446071,5,甲,子,木
2022-11_W46,0.0007862936947021337,5,辛,未,金
2022-11_W47,-0.004983126514967617,5,戊,寅,土
2022-11_W48,0.006288397438197868,3,乙,酉,木
2022-12_W48,0.00503709316102291,2,戊,子,土
2022-12_W49,0.004984368244314852,5,壬,辰,水
2022-12_W50,-0.003607837719861684,5,己,亥,土
2022-12_W51,-0.00799521056931749,5,丙,午,火
2022-12_W52,0.003078652785717284,5,癸,丑,水
2023-01_W1,0.007926086435340707,4,辛,酉,金
2023-01_W2,0.004110708712394229,5,丁,卯,火
2023-01_W3,0.006452974093254893,5,甲,戌,木
2023-01_W5,0.0009005958377985568,2,戊,子,土
2023-02_W5,0.0015054545584116674,3,庚,寅,金
2023-02_W6,-0.0012409030752518868,5,乙,未,木
2023-02_W7,-0.004350955426488334,5,壬,寅,水
2023-02_W8,0.0012711168464121902,5,己,酉,土
2023-02_W9,-0.00012966759131888272,2,丙,辰,火
2023-03_W10,-0.006976142904489779,5,癸,亥,水
2023-03_W11,-0.0028617867117360697,5,庚,午,金
2023-03_W12,0.006257828784310737,5,丁,丑,火
2023-03_W13,0.0015917385517225657,5,甲,申,木
2023-03_W9,0.0019466452108107453,3,戊,午,土
2023-04_W14,0.005691883300179557,2,辛,卯,金
2023-04_W15,-0.0009864404518793667,5,戊,戌,土
2023-04_W16,-0.005952574898036555,5,乙,巳,木
2023-04_W17,-0.0019123285888339447,5,壬,子,水
2023-05_W18,-0.006981796249902472,2,壬,戌,水
2023-05_W19,-0.00313412757255338,5,丙,寅,火
2023-05_W20,0.0015814598305953,5,癸,酉,水
2023-05_W21,-0.0032843627006009513,5,庚,辰,金
2023-05_W22,-0.0035349528607815004,3,丁,亥,火
2023-06_W22,0.009431097556365065,2,庚,寅,金
2023-06_W23,-0.003711801413481908,5,甲,午,木
2023-06_W24,0.009335555666973949,5,辛,丑,金
2023-06_W25,-0.007306470105284661,3,戊,申,土
2023-06_W26,-0.0005297082676265274,5,乙,卯,木
2023-07_W27,-0.0024980599899426803,5,壬,戌,水
2023-07_W28,0.0035361699604361087,5,己,巳,土
2023-07_W29,-0.00491851534603005,5,丙,子,火
2023-07_W30,0.005395310290562239,5,癸,未,水
2023-07_W31,0.007523605464165417,1,庚,寅,金
2023-08_W31,0.0012198550727242075,4,辛,卯,金
2023-08_W32,-0.007727969239985977,5,丁,酉,火
2023-08_W33,-0.006539182549270462,5,甲,辰,木
2023-08_W34,-0.006281306611673343,5,辛,亥,金
2023-08_W35,0.007078099921001724,4,戊,午,土
2023-09_W35,0.004370520463688132,1,壬,戌,水
2023-09_W36,-0.0034459017589266285,5,乙,丑,木
2023-09_W37,-0.002659801903590675,5,壬,申,水
2023-09_W38,0.0007296895452220342,5,己,卯,土
2023-09_W39,-0.0016946412088694185,4,丙,戌,火
2023-10_W41,-0.0007966304527778467,5,庚,子,金
2023-10_W42,-0.010072489664446183,5,丁,未,火
2023-10_W43,0.00422213960504283,5,甲,寅,木
2023-10_W44,0.004809004324846766,2,辛,酉,金
2023-11_W44,-0.00029339396657090955,3,癸,亥,水
2023-11_W45,0.002565722684059013,5,戊,辰,土
2023-11_W46,4.434658579404172e-05,5,乙,亥,木
2023-11_W47,-0.002791183408550779,5,壬,午,水
2023-11_W48,-0.002860085997042433,4,己,丑,土
2023-12_W48,-0.0006522109014009958,1,癸,巳,水
2023-12_W49,-0.0034095676211882255,5,丙,申,火
2023-12_W50,-0.003524789300818587,5,癸,卯,水
2023-12_W51,-0.0034801263441477603,5,庚,戌,金
2023-12_W52,0.006568412692975989,5,丁,巳,火
2024-01_W1,-0.010889887550324523,4,乙,丑,木
2024-01_W2,-0.0025903958591182,5,辛,未,金
2024-01_W3,-0.004621811432004996,5,戊,寅,土
2024-01_W4,-0.0003578215171204491,5,乙,酉,木
2024-01_W5,-0.021354237605749875,3,壬,辰,水
2024-02_W5,-0.009524746178788512,2,乙,未,木
2024-02_W6,0.02328214109452942,4,己,亥,土
2024-02_W8,0.0055846797005235874,5,癸,丑,水
2024-02_W9,0.00734902648318056,4,庚,申,金
2024-03_W10,-0.0013656837788103005,5,丁,卯,火
2024-03_W11,0.005196057714201063,5,甲,戌,木
2024-03_W12,-0.0009433654181324024,5,辛,巳,金
2024-03_W13,-0.00337106781436447,5,戊,子,土
2024-03_W9,0.011178890434248467,1,甲,子,木
2024-04_W14,0.005186278469223223,3,乙,未,木
2024-04_W15,-0.006684755422371768,5,壬,寅,水
2024-04_W16,0.0012548885115888143,5,己,酉,土
2024-04_W17,0.003993316374232192,5,丙,辰,火
2024-04_W18,0.006609127443494844,2,癸,亥,水
2024-05_W19,0.0030692683538929844,5,庚,午,金
2024-05_W20,-0.00042507319637064,5,丁,丑,火
2024-05_W21,-0.005908339630825354,5,甲,申,木
2024-05_W22,-0.0012565673850922332,5,辛,卯,金
2024-06_W23,-0.002305968206513742,5,戊,戌,土
2024-06_W24,-8.355328001488638e-05,4,丙,午,火
2024-06_W25,-0.004051719665672704,5,壬,子,水
2024-06_W26,-0.0047480254420129596,5,己,未,土
2024-07_W27,-0.003465113366192929,5,丙,寅,火
2024-07_W28,0.0037048781312427393,5,癸,酉,水
2024-07_W29,0.001123397939662274,5,庚,辰,金
2024-07_W30,-0.006866196573182282,5,丁,亥,火
2024-07_W31,0.0062346766418059545,3,甲,午,木
2024-08_W31,-0.011517483607781376,2,丁,酉,火
2024-08_W32,-0.0037274129237657274,5,辛,丑,金
2024-08_W33,-0.0010252927312923044,5,戊,申,土
2024-08_W34,-0.0040400528481710826,5,乙,卯,木
2024-08_W35,0.004108585280297028,5,壬,戌,水
2024-09_W36,-0.0052015129474014985,5,己,巳,土
2024-09_W37,-0.0036341685516531053,5,丙,子,火
2024-09_W38,0.003826639612772076,3,乙,酉,木
2024-09_W39,0.03363445950314636,5,庚,寅,金
2024-09_W40,0.10666395231713244,1,丁,酉,火
2024-10_W41,-0.00931585109178304,4,乙,巳,木
2024-10_W42,0.006182204698708449,5,辛,亥,金
2024-10_W43,0.00506372167081115,5,戊,午,土
2024-10_W44,-0.0006433774983869989,4,乙,丑,木
2024-11_W44,-0.012814012514896778,1,己,巳,土
2024-11_W45,0.013277007600130753,5,壬,申,水
2024-11_W46,-0.007337789249806259,5,己,卯,土
2024-11_W47,-0.005652142382848413,5,丙,戌,火
2024-11_W48,0.003390038588659361,5,癸,巳,水
2024-12_W1,-0.011496097503279623,2,戊,辰,土
2024-12_W49,0.0034099388893650273,5,庚,子,金
2024-12_W50,-0.0013856782134291424,5,丁,未,火
2024-12_W51,-0.0012205807959414284,5,甲,寅,木
2024-12_W52,0.0002861696215767484,5,辛,酉,金
2025-01_W1,-0.02514120423661903,2,辛,未,金
2025-01_W2,-0.0020050638753378314,5,乙,亥,木
2025-01_W3,0.007478387605454273,5,壬,午,水
2025-01_W4,0.0026022765080349506,5,己,丑,土
2025-01_W5,-0.013277625399444437,1,丙,申,火
2025-02_W6,0.01363994189973683,3,乙,巳,木
2025-02_W7,0.003300576223659957,5,庚,戌,金
2025-02_W8,0.004533226240799393,5,丁,巳,火
2025-02_W9,-0.0069307282944995,5,甲,子,木
2025-03_W10,0.004370990748833847,5,辛,未,金
2025-03_W11,0.00252818633625278,5,戊,寅,土
2025-03_W12,-0.005324264693979686,5,乙,酉,木
2025-03_W13,-0.0015011592914365491,5,壬,辰,水
2025-03_W14,-0.009710171201407714,1,己,亥,土
2025-04_W14,-0.0043942896143635,3,庚,子,金
2025-04_W15,-0.009449580294396753,5,丙,午,火
2025-04_W16,-0.001065357247714349,5,癸,丑,水
2025-04_W17,0.002776127296532915,5,庚,申,金
2025-04_W18,-0.0005689301453940532,3,丁,卯,火
2025-05_W19,0.0057270502963145675,4,乙,亥,木
2025-05_W20,0.0010996603284421091,5,辛,巳,金
2025-05_W21,-0.0009087255496755597,5,戊,子,土
2025-05_W22,-0.0017912671450568628,5,乙,未,木
2025-06_W23,0.0035515845018548042,4,癸,卯,水
2025-06_W24,-0.0011824984914936998,5,己,酉,土
2025-06_W25,-0.0023074278615727193,5,丙,辰,火
2025-06_W26,0.007393382853549268,5,癸,亥,水
2025-06_W27,0.008341242273728122,1,庚,午,金
2025-07_W27,0.0010629114454350497,4,辛,未,金
2025-07_W28,0.0035660063153507117,5,丁,丑,火
2025-07_W29,0.0040557670550064985,5,甲,申,木
2025-07_W30,0.004637467919217042,5,辛,卯,金
2025-07_W31,-0.003518040829001118,4,戊,戌,土
2025-08_W31,-0.0016756028214579555,1,壬,寅,水
2025-08_W32,0.0024944245651477015,5,乙,巳,木
2025-08_W33,0.008980341240358314,5,壬,子,水
2025-08_W34,0.009011813833516413,5,己,未,土
2025-08_W35,0.008660855092935304,5,丙,寅,火
2025-09_W36,-0.0013789011563192898,5,癸,酉,水
2025-09_W37,0.005362633229742131,5,庚,辰,金
2025-09_W38,0.0022884080105533,5,丁,亥,火
2025-09_W39,0.002175745414521102,5,甲,午,木
2025-09_W40,0.011983061923457217,2,辛,丑,金
2025-10_W41,-0.006125832595412051,2,辛,亥,金
2025-10_W42,-0.01003944123808347,5,乙,卯,木
2025-10_W43,0.00934023268612776,5,壬,戌,水
2025-10_W44,0.0014238216736860432,5,己,巳,土
2025-11_W45,0.0004480926682708386,5,丙,子,火
2025-11_W46,-0.002743768216252307,5,癸,未,水
2025-11_W47,-0.010398698104156301,5,庚,寅,金
2025-11_W48,0.007033489532041659,5,丁,酉,火
2025-12_W1,-0.0019244622230228936,3,壬,申,水
2025-12_W49,0.0025437764663996053,5,甲,辰,木
2025-12_W50,0.0017209694913087326,5,辛,亥,金
2025-12_W51,-0.001676769939065803,5,戊,午,土
2025-12_W52,0.00696937596096645,5,乙,丑,木
2026-01_W2,0.008697181230400752,5,己,卯,土
2026-01_W3,0.0023208888646224723,5,丙,戌,火
2026-01_W4,0.0022316948533373402,5,癸,巳,水
2026-01_W5,-0.0032515962208855553,5,庚,子,金
2026-02_W6,-0.004113622463466737,5,丁,未,火
2026-02_W7,0.00283453806419105,5,甲,寅,木
2026-02_W9,0.006949434623745726,4,己,巳,土
2026-03_W10,-0.0043791173669542,5,乙,亥,木
2026-03_W11,0.001581124336174833,5,壬,午,水
2026-03_W12,-0.005803251195273318,5,己,丑,土
2026-03_W13,-0.0012969673347766665,5,丙,申,火
2026-03_W14,-0.010280642469875478,2,癸,卯,水
2026-04_W14,-0.003002502033094786,3,乙,巳,木
2026-04_W15,0.017639699201746017,4,辛,亥,金
2026-04_W16,0.007977083532159025,5,丁,巳,火
2026-04_W17,0.0007685221606725801,5,甲,子,木
2026-04_W18,0.002847571719401587,4,辛,未,金
2026-05_W19,0.010033848689685376,3,庚,辰,金
2026-05_W20,0.011204457410774915,3,乙,酉,木
